DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:13:19 PM
0.00 mm;0.00 mm;2.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	0.069	-48.310
2	0.145	-48.528
3	0.243	-48.528
4	0.550	-48.704
5	0.603	-49.751
6	0.780	-51.147
7	1.272	-44.463
8	1.476	-48.563
9	1.488	-47.555
10	1.804	-26.665
11	4.386	-48.620
12	4.792	-47.972
13	4.864	-47.899
14	5.301	-48.725
15	5.317	-48.019
16	7.008	-36.936
17	7.049	-31.182
18	7.431	-49.479
19	7.514	-26.330
20	7.721	-48.886
21	7.800	-48.449
22	8.000	-48.633
23	8.007	-48.606
24	8.216	-49.229
25	8.343	-48.522
26	8.888	-47.741
27	9.072	-48.394
28	9.497	-49.489
29	9.926	-49.283
30	10.049	-48.263
31	10.077	-49.183
32	10.087	-48.400
33	10.163	-48.747
34	10.977	-48.694
35	11.026	-47.811
36	11.050	-48.228
37	11.102	-48.275
38	11.116	-47.993
39	11.331	-48.017
40	11.352	-48.250
41	11.513	-47.212
42	11.534	-48.864
43	11.589	-48.261
44	11.651	-46.585
45	11.689	-47.968
46	11.711	-48.107
47	11.782	-49.039
48	11.903	-48.324
49	12.420	-48.555
50	12.441	-49.463
51	13.135	-47.944
52	13.631	-48.400
53	13.696	-48.533
54	14.285	-48.344
55	14.350	-47.304
56	14.525	-48.565
57	15.678	-49.107
58	16.040	-48.394
59	16.117	-48.770
60	16.257	-48.173
61	16.419	-48.410
62	16.598	-48.925
63	16.665	-47.815
64	16.668	-48.483
65	16.680	-47.598
66	16.725	-48.320
67	16.762	-47.373
68	16.779	-47.774
69	16.969	-49.804
70	16.971	-47.784
71	16.981	-49.334
72	17.076	-48.559
73	17.177	-47.085
74	17.395	-48.829
75	17.436	-48.655
76	17.572	-48.866
77	17.641	-47.717
78	17.728	-48.835
79	17.783	-49.373
80	18.092	-48.972
81	18.114	-48.845
82	18.466	-48.445
83	18.497	-49.152
84	22.738	-48.512
85	22.854	-48.649
86	23.177	-46.813
87	23.221	-48.804
88	23.276	-47.985
89	23.300	-48.003
90	23.355	-48.921
91	23.496	-47.962
92	23.551	-47.784
93	23.558	-48.453
94	23.615	-48.479
95	23.620	-48.706
96	23.629	-48.952
97	23.698	-48.512
98	23.821	-47.570
99	23.837	-47.905
100	23.918	-49.189
101	24.008	-48.490
102	24.049	-47.232
103	24.107	-47.942
104	24.193	-47.496
105	24.204	-48.808
106	24.267	-48.514
107	24.309	-49.358
108	24.364	-49.154
109	24.423	-48.467
110	24.460	-48.584
111	24.487	-48.710
112	24.513	-47.698
113	24.581	-48.250
114	24.591	-48.909
115	24.622	-46.750
116	24.640	-48.535
117	24.654	-48.551
118	24.665	-48.189
119	24.719	-48.784
120	24.741	-48.316
121	24.769	-48.696
122	24.843	-47.921
123	24.849	-48.997
124	24.923	-48.937
125	24.941	-48.026
126	25.000	-47.979
127	25.254	-47.447
128	26.303	-48.616
129	26.305	-48.520
130	26.337	-48.706
131	26.435	-48.163
132	26.441	-48.573
133	26.587	-48.340
134	26.591	-48.324
135	26.595	-49.377
136	26.634	-48.400
137	26.666	-48.618
138	26.801	-48.467
139	26.832	-49.193
140	26.834	-48.984
141	26.837	-48.943
142	27.010	-48.749
143	27.170	-48.569
144	27.201	-49.064
145	27.249	27.184
146	27.397	-23.112
147	27.413	-48.992
148	27.643	-48.447
149	27.708	-48.616
150	27.734	-47.639
151	28.771	-48.565
152	28.838	-48.594
153	29.062	-48.588
154	29.071	-48.346
155	29.085	-49.293
156	29.100	-48.580
157	29.118	-48.584
158	29.144	-48.669
159	29.174	-48.009
160	29.238	-48.498
161	29.341	-48.557
162	29.477	-48.363
163	29.541	-48.718
164	29.614	-48.555
165	29.871	-47.848
166	29.921	-47.878
167	30.139	-45.530
