DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:17:27 PM
0.00 mm;0.00 mm;0.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	0.073	-8.026
2	0.210	-61.166
3	0.287	-61.152
4	0.383	-60.943
5	0.392	-60.976
6	2.683	-63.699
7	6.813	-61.336
8	6.990	-88.489
9	9.031	-61.949
10	9.749	-60.704
11	9.958	-60.475
12	10.074	-62.178
13	10.198	-61.393
14	10.643	-60.451
15	11.259	-61.258
16	11.711	-60.639
17	12.329	-60.011
18	12.769	-60.933
19	12.831	-55.056
20	13.142	-60.949
21	13.207	-61.536
22	13.450	-60.941
23	13.650	-60.179
24	14.835	-75.646
25	15.199	-39.086
26	15.697	-60.649
27	16.516	-60.911
28	16.680	-88.273
29	20.884	-60.792
30	21.046	-62.619
31	21.194	-60.956
32	22.217	-15.191
33	22.824	-61.534
34	22.901	-60.994
35	23.002	-60.629
36	23.048	-61.092
37	23.068	-61.863
38	23.084	-23.917
39	23.947	-61.577
40	24.718	-61.328
41	24.876	-60.853
42	25.030	-60.126
43	25.747	-61.867
44	25.848	-62.460
45	26.614	-60.761
46	26.622	-61.127
47	26.685	-60.996
48	26.863	-61.029
49	26.908	-60.612
50	27.081	-60.085
51	29.240	-61.424
52	29.416	-61.021
53	29.715	-61.123
54	29.817	-60.036
55	29.872	-60.911
56	29.919	-60.698
57	29.937	-61.240
58	30.686	-60.953
59	31.038	-60.673
60	31.136	-61.722
61	31.191	-61.189
62	31.988	-61.610
63	32.265	-61.900
64	32.300	-60.810
65	32.380	-61.254
66	32.395	-59.964
67	32.490	-60.782
68	33.631	-60.974
69	35.347	-59.844
70	36.198	-60.579
71	36.253	-61.375
72	36.309	-60.886
73	36.834	-62.284
74	38.062	-60.678
75	38.123	-90.347
76	40.082	-89.033
77	42.572	-61.882
78	43.656	-61.244
79	43.751	-60.947
80	43.820	-61.056
81	44.005	-61.401
82	47.244	-61.162
83	47.795	-60.545
84	48.367	-60.882
85	52.343	-61.092
86	52.621	-61.405
87	52.805	-60.841
88	53.211	-61.540
89	53.321	-62.309
90	53.475	-60.641
91	53.540	-60.745
92	53.950	-60.289
93	54.152	-61.356
94	54.177	-61.027
95	54.436	-61.522
96	54.534	-61.385
97	54.690	-60.479
98	55.220	-60.381
99	55.427	-61.880
100	55.945	-62.008
101	56.057	-60.729
102	56.782	-61.747
103	56.873	-60.958
104	57.193	-60.927
105	57.223	-60.477
106	60.870	-61.338
107	61.087	-60.735
108	61.701	-61.370
109	61.853	-61.140
110	61.881	-60.960
111	62.378	-61.135
112	64.206	-61.011
113	64.273	-61.215
114	64.293	-61.524
115	65.138	-60.815
116	65.819	-61.779
117	67.046	-60.784
118	67.299	-60.986
119	67.435	-60.960
120	68.293	-61.078
121	68.437	-59.022
122	68.553	-60.183
123	68.652	-61.234
124	68.899	-60.898
125	69.868	-61.205
126	73.495	-60.720
127	74.034	-62.967
128	74.108	-61.542
129	74.291	-60.968
130	74.442	-60.518
131	75.258	-61.313
132	76.706	-61.287
133	77.840	-61.043
134	77.923	-60.150
135	79.177	-61.097
136	79.249	-74.651
137	79.252	-61.248
138	79.527	-60.451
139	79.611	-60.866
140	79.655	-60.853
141	80.076	-60.510
142	80.480	-60.894
143	81.337	-41.461
144	81.780	-60.684
145	82.864	-60.418
146	82.978	-61.272
147	83.237	-79.459
148	83.478	-60.122
149	83.930	-60.087
150	84.012	-59.173
151	84.086	-61.090
152	84.146	-60.526
153	84.601	-60.645
154	84.879	-61.716
155	85.417	-62.462
156	85.551	-61.371
157	85.605	-61.301
158	85.688	-61.309
159	85.908	-61.113
160	85.957	-61.144
161	86.203	-60.849
162	88.212	-60.526
163	88.309	-61.137
164	88.890	-59.613
165	88.972	-61.276
166	89.087	-61.865
167	89.281	-60.567
168	90.063	-60.896
169	90.164	-60.949
170	90.183	-62.004
171	90.301	-61.003
172	92.395	-61.358
173	92.488	-59.510
174	92.506	-60.933
175	92.552	-61.099
176	93.285	-63.182
177	93.552	-60.829
178	93.650	-60.030
179	93.768	-59.846
180	93.882	-60.005
181	94.806	-61.642
182	95.551	-58.909
183	95.953	-60.966
184	96.339	-89.985
185	96.817	-61.058
186	97.093	-61.397
187	97.305	-60.083
188	97.376	-61.045
189	97.380	-59.608
190	97.526	-58.922
191	97.657	-60.757
192	98.220	-60.998
193	101.466	-60.277
194	102.810	-61.236
195	103.057	-60.590
196	104.132	-61.485
197	104.652	-60.534
198	105.839	-60.898
199	106.191	-61.352
200	106.478	-61.777
201	107.112	-60.794
202	107.347	-61.646
203	107.492	-61.636
204	107.591	-62.652
205	107.595	-60.019
206	107.680	-60.939
207	107.947	-60.704
208	108.319	-60.620
209	108.444	-60.727
210	108.502	-59.375
211	108.513	-59.893
212	108.780	-61.563
213	109.829	-98.661
214	110.242	-74.371
215	110.815	-60.872
216	110.893	-70.912
217	111.104	-60.214
218	111.241	-60.907
219	111.391	-62.595
220	111.404	-46.404
221	111.651	-61.575
222	111.666	-62.405
223	111.775	-61.052
224	111.885	-60.980
225	111.919	-61.601
226	112.150	-61.045
227	112.291	-60.669
228	112.418	-61.358
229	113.576	-60.982
230	114.332	-61.305
231	114.848	-61.005
232	115.057	-60.686
233	115.173	-60.113
234	116.387	-61.765
235	117.967	-62.548
236	118.610	-60.890
237	118.722	-60.244
238	118.878	-61.371
239	119.186	-60.949
240	119.410	-59.862
241	119.688	-61.375
242	120.994	-62.098
243	121.003	-61.223
244	121.366	-61.279
245	121.896	-60.909
246	121.918	-60.911
247	122.123	-61.370
248	122.485	-61.293
249	123.104	-60.974
250	123.158	-60.951
251	123.841	-60.649
252	125.244	-60.941
253	125.263	-60.759
254	125.329	-60.782
255	125.703	-60.181
256	125.864	-60.438
257	126.209	-60.906
258	126.287	-60.954
259	126.363	-60.675
260	126.413	-61.011
261	126.455	-60.093
262	126.470	-60.629
263	126.511	-60.216
264	126.548	-59.339
265	126.627	-60.739
266	126.697	-61.090
267	126.876	-62.652
268	126.952	-61.184
269	126.995	-61.046
270	127.035	-60.978
271	127.102	-60.328
272	127.691	-38.146
273	128.751	-60.776
274	129.350	-60.330
275	130.103	-60.498
276	130.517	-61.790
277	131.060	-61.125
278	131.313	-60.902
279	131.373	-59.100
280	131.516	-59.514
281	131.655	-60.569
282	132.332	-60.340
283	133.289	-62.178
284	133.347	-60.195
285	133.524	-79.743
286	134.340	-60.487
287	134.702	-60.256
288	135.149	-60.745
289	135.725	-59.312
290	136.268	-62.066
291	136.350	-60.481
292	137.022	-60.780
293	137.106	-60.471
294	137.162	-60.404
295	137.502	-61.227
296	138.394	-60.563
297	138.541	-60.866
298	139.068	-59.664
299	139.436	-60.066
300	139.453	-60.825
301	139.464	-61.015
302	140.588	-60.982
303	141.124	-61.546
304	141.164	-60.618
305	141.309	-60.624
306	141.449	-59.931
307	141.610	-60.814
308	141.714	-60.530
309	141.949	-10.146
310	142.757	-61.579
311	142.953	-60.888
312	143.047	-60.277
313	143.885	-60.093
314	143.925	-60.506
315	143.959	-60.663
316	144.644	-61.123
317	144.874	-61.078
318	145.006	-60.120
319	145.064	-60.291
320	145.160	-60.422
321	145.186	-61.518
322	145.595	-58.879
323	145.914	-60.179
324	146.021	-60.385
325	147.372	-59.964
326	147.404	-61.184
327	147.790	-61.785
328	147.819	-61.058
329	148.258	-60.616
330	148.262	-60.939
331	148.309	-60.737
332	148.341	-60.855
333	148.489	-60.434
334	148.649	-60.723
335	148.764	-60.577
336	148.856	-60.539
337	148.884	-60.367
338	149.807	-62.149
339	149.960	-61.501
340	150.156	-60.649
341	153.790	-61.144
342	154.048	-60.610
343	154.647	-60.796
344	155.747	-60.933
345	155.938	-60.367
346	156.010	-59.974
347	156.121	-60.551
348	156.310	-61.738
349	158.648	-60.612
350	159.836	-60.947
351	161.320	-60.772
352	161.827	-61.828
353	161.887	-61.330
354	162.593	-60.774
355	162.683	-60.913
356	163.666	-60.860
357	165.390	-61.162
358	165.648	-60.365
359	166.491	-61.340
360	167.215	-60.628
361	167.230	-59.864
362	169.818	-61.279
363	170.162	-61.231
364	170.226	-61.673
365	170.299	-62.280
366	170.411	-60.463
367	170.419	-60.804
368	170.719	-60.896
369	171.646	-60.731
370	171.712	-59.946
371	174.730	-61.035
372	174.761	-61.722
373	175.016	-61.299
374	175.524	-60.902
375	175.526	-61.385
376	176.299	-60.815
377	177.510	-60.469
378	177.950	-61.211
379	178.026	-62.143
380	178.226	-59.613
381	178.376	-61.052
382	178.539	-61.348
383	178.837	-61.311
384	179.528	-60.173
385	179.561	-49.131
386	179.705	-60.408
387	179.725	-59.492
388	180.068	-60.702
389	180.133	-62.256
390	180.259	-61.201
391	180.655	-61.354
392	180.777	-61.178
393	181.452	-61.246
394	182.158	-61.589
395	183.461	-61.924
396	183.538	-64.800
397	183.685	-61.232
398	183.704	-60.058
399	183.731	-60.485
400	183.832	-61.086
401	184.326	-61.156
402	184.665	-46.508
403	185.614	-62.264
404	185.736	-61.137
405	185.907	-61.462
406	188.649	-62.280
407	190.209	-60.794
408	190.257	-60.790
409	190.290	-60.432
410	191.532	-61.279
411	191.550	-61.009
412	192.016	-60.620
413	192.518	-60.751
414	193.013	-61.281
415	194.313	-60.919
416	194.990	-61.669
417	195.209	-59.658
418	196.616	-61.037
419	197.904	-60.285
420	198.207	-60.175
421	198.489	-60.295
422	198.693	-61.258
423	198.802	-60.598
424	198.886	-61.618
425	198.975	-60.714
426	198.982	-61.283
427	198.992	-60.324
428	200.399	-62.936
429	200.482	-60.007
430	200.610	-61.397
431	200.647	-60.704
432	202.065	-61.031
433	202.081	-61.252
434	202.472	-61.144
435	202.735	-60.291
436	202.902	-29.037
437	203.724	-61.460
438	203.733	-60.700
439	204.050	-61.368
440	204.064	-61.689
441	204.402	-61.033
442	204.426	-60.575
443	204.718	-60.586
444	206.439	-62.554
445	206.949	-60.561
446	208.057	-67.362
447	208.892	-60.935
448	210.112	-60.334
449	211.359	-61.614
450	212.922	-59.981
451	213.070	-61.565
452	213.093	-60.633
453	214.336	-60.874
454	214.357	-60.336
455	214.411	-61.293
456	214.538	-61.150
457	215.404	-61.105
458	215.450	-61.035
459	216.680	-58.699
460	216.708	-61.185
461	216.829	-60.800
462	216.961	-60.665
463	216.986	-60.469
464	217.315	-60.675
465	217.762	-60.921
466	217.785	-59.523
467	217.827	-61.448
468	217.849	-59.954
469	217.886	-60.647
470	217.930	-60.303
471	217.999	-61.344
472	218.031	-60.412
473	218.033	-61.172
474	218.161	-60.896
475	218.377	-61.487
476	218.690	-60.845
477	218.720	-60.702
478	218.728	-61.107
479	218.873	-61.166
480	219.623	-60.381
481	219.708	-60.406
482	220.593	-2.472
483	221.261	-59.938
484	221.857	-60.633
485	222.820	-60.841
486	222.987	-60.814
487	222.996	-60.426
488	224.585	-60.999
489	224.995	-59.962
490	226.431	-60.747
491	227.020	-60.475
492	227.144	-61.140
493	229.080	-61.248
494	229.414	-60.492
495	229.725	-96.827
496	229.870	-60.504
497	230.603	-60.999
498	231.058	-93.675
499	231.158	-60.592
500	231.469	-60.890
501	231.550	-60.655
502	231.742	-60.655
503	231.792	-60.796
504	231.876	-60.146
505	232.254	-60.659
506	234.601	-61.211
507	234.644	-60.330
508	234.786	-60.808
509	235.101	-61.246
510	235.413	-60.604
511	237.643	-60.320
512	240.089	-70.446
513	241.050	-60.923
514	241.217	-60.483
515	241.827	-61.812
516	242.042	-60.798
517	242.279	-60.216
518	242.395	-60.784
519	242.449	-60.410
520	243.264	-60.350
521	243.338	-60.776
522	243.600	-60.692
523	244.886	-61.712
524	245.397	-60.234
525	245.405	-61.148
526	245.628	-60.653
527	245.827	-60.992
528	246.159	-61.234
529	246.520	-60.702
530	246.751	-60.678
531	247.954	-60.680
532	248.216	-60.866
533	249.135	-61.902
534	249.438	-60.592
535	249.794	-63.740
536	251.612	-61.262
537	251.651	-47.129
538	251.907	-18.723
539	253.857	-60.118
540	254.846	-60.673
541	255.083	-60.072
542	255.356	-60.502
543	255.529	-61.505
544	255.587	-62.002
545	255.767	-67.094
546	255.795	-60.434
547	255.874	-60.962
548	256.176	-61.808
549	258.160	-62.010
550	259.582	-61.029
551	259.969	-60.469
552	260.238	-61.201
553	260.332	-61.019
554	261.290	-60.933
555	261.596	-60.506
556	261.720	-61.019
557	263.266	-60.655
558	264.604	-60.678
559	264.740	-61.176
560	264.918	-60.524
561	264.927	-60.330
562	265.109	-60.988
563	265.929	-60.459
564	266.068	-61.467
565	267.558	-60.676
566	267.871	-60.788
567	270.942	-60.240
568	270.957	-60.974
569	271.054	-60.565
570	271.170	-60.467
571	271.286	-61.642
572	271.500	-61.315
573	271.833	-61.074
574	272.947	-61.234
575	272.981	-61.391
576	273.313	-60.827
577	273.991	-61.798
578	274.074	-60.659
579	275.146	-61.039
580	277.293	-60.265
581	277.465	-60.872
582	277.629	-61.583
583	278.515	-61.076
584	278.545	-60.287
585	278.808	-60.849
586	278.956	-60.804
587	281.175	-60.992
588	281.493	-60.737
589	281.498	-60.483
590	282.456	-60.751
591	285.090	-60.549
592	285.620	-60.054
593	285.770	-77.032
594	285.875	-60.839
595	286.066	-61.107
596	286.093	-62.437
597	286.194	-60.929
598	286.346	-61.295
599	286.568	-61.111
600	286.577	-60.667
601	286.585	-60.373
602	286.593	-60.604
603	286.629	-60.894
604	287.584	-60.185
605	287.676	-60.422
606	287.935	-60.894
607	288.472	-60.524
608	288.693	-60.487
609	289.644	-60.733
610	289.672	-60.864
611	290.974	-60.596
612	291.008	-60.994
613	291.494	-60.682
614	291.541	-60.312
615	291.557	-61.078
616	291.621	-60.688
617	292.072	-61.430
618	292.160	-61.499
619	292.413	-60.913
620	293.120	-60.723
621	293.202	-60.739
622	293.527	-61.203
623	293.595	-60.377
624	293.645	-60.884
625	293.999	-61.473
626	294.025	-60.269
627	297.230	-60.608
628	297.266	-60.786
629	297.470	-60.614
630	297.589	-60.447
631	297.653	-60.528
632	297.832	-60.109
633	297.840	-43.041
634	298.068	-52.847
635	298.972	-60.414
636	299.094	-60.539
637	299.115	-61.405
638	299.254	-60.510
639	299.357	-61.250
640	299.630	-60.737
641	299.862	-61.285
642	300.073	-60.665
643	300.549	-62.004
644	300.623	-60.316
645	300.651	-61.328
646	300.747	-61.170
647	301.998	-59.717
648	302.459	-58.360
649	302.465	-60.432
650	302.816	-59.664
651	302.901	-61.164
652	304.347	-60.152
653	304.577	-61.933
654	304.632	-60.142
655	304.824	-61.912
656	304.983	-60.996
657	304.992	-60.346
658	305.121	-61.465
659	305.480	-61.070
660	305.505	-61.142
661	305.656	-61.326
662	305.866	-60.346
663	305.875	-60.833
664	305.912	-60.203
665	309.597	-60.770
666	310.948	-62.151
667	310.983	-60.622
668	310.987	-62.615
669	311.003	-60.631
670	311.204	-60.692
671	311.291	-61.716
672	311.370	-60.876
673	312.295	-60.714
674	312.839	-60.549
675	312.906	-58.991
676	313.099	-61.127
677	313.562	-60.729
678	313.590	-60.328
679	313.663	-61.775
680	314.070	-60.669
