DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:18:35 PM
0.00 mm;0.00 mm;-1.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	2.514	-65.933
2	2.612	-66.473
3	3.208	-67.856
4	3.786	-67.879
5	3.817	-42.896
6	3.998	-67.605
7	4.086	-67.454
8	4.327	-67.435
9	4.606	-67.290
10	4.883	-67.225
11	5.266	-73.670
12	5.472	-65.780
13	6.613	-67.214
14	6.726	-67.766
15	7.044	-67.997
16	7.049	-66.683
17	11.469	-66.822
18	11.842	-99.143
19	11.992	-66.751
20	12.280	-66.671
21	12.315	-66.828
22	12.350	-67.535
23	12.467	-65.859
24	12.517	-67.026
25	13.231	-67.086
26	13.327	-66.530
27	13.487	-66.785
28	14.832	-66.781
29	15.352	-66.816
30	22.424	-65.763
31	28.742	-67.165
32	28.755	-67.026
33	29.996	-67.131
34	30.994	-67.120
35	31.256	-67.008
36	31.421	-11.836
37	32.079	-68.568
38	32.130	-66.358
39	32.280	-66.470
40	33.791	-72.785
41	34.233	-67.206
42	34.318	-66.470
43	34.646	-67.159
44	35.128	-66.898
45	35.172	-66.395
46	36.287	-65.833
47	36.453	-66.203
48	36.525	-67.360
49	38.395	-67.640
50	38.408	-66.695
51	38.795	-67.249
52	38.840	-66.370
53	38.862	-68.353
54	39.485	-69.118
55	39.600	-67.031
56	41.444	-88.645
57	42.163	-66.918
58	42.194	-66.673
59	42.348	-65.677
60	43.102	-66.550
61	43.122	-66.507
62	43.279	-68.833
63	43.325	-69.234
64	43.687	-67.331
65	43.766	-67.061
66	44.202	-66.656
67	44.273	-67.033
68	47.604	-68.927
69	48.478	-66.979
70	48.953	-67.542
71	49.080	-66.632
72	50.561	-66.922
73	55.584	-65.970
74	55.787	-66.889
75	58.994	-66.730
76	60.144	-66.679
77	61.827	-66.712
78	63.633	-66.530
79	64.099	-70.340
80	64.618	-68.361
81	65.116	-66.957
82	65.371	-67.771
83	65.516	-66.820
84	66.569	-66.937
85	67.388	-65.436
86	67.581	-66.280
87	67.739	-67.486
88	71.339	-67.298
89	74.502	-66.464
90	74.604	-66.282
91	74.744	-67.460
92	74.828	-65.923
93	74.891	-66.532
94	75.759	-67.065
95	75.887	-67.846
96	76.054	-66.379
97	76.145	-67.570
98	76.200	-66.867
99	76.350	-66.372
100	76.354	-66.648
101	76.438	-66.342
102	76.632	-66.787
103	77.058	-66.037
104	77.806	-88.910
105	78.201	-67.388
106	78.984	-66.785
107	81.156	-67.010
108	82.316	-67.180
109	82.348	-67.511
110	82.358	-68.402
111	82.438	-66.395
112	82.527	-68.897
113	82.607	-67.621
114	83.441	-66.413
115	83.455	-67.777
116	83.478	-66.982
117	83.534	-67.533
118	83.594	-67.540
119	83.980	-69.853
120	84.029	-68.369
121	84.452	-67.613
122	85.720	-66.554
123	85.786	-66.587
124	86.090	-67.818
125	86.852	-67.223
126	86.953	-67.403
127	87.057	-66.558
128	87.156	-67.008
129	87.270	-66.413
130	87.358	-65.538
131	88.073	-65.804
132	88.217	-67.648
133	92.568	-67.257
134	92.786	-67.781
135	93.262	-66.681
136	95.925	-67.335
137	96.112	-67.047
138	97.677	-68.670
139	98.214	-67.742
140	98.230	-67.102
141	98.467	-67.910
142	98.485	-65.906
143	98.502	-67.523
144	98.583	-67.486
145	99.574	-68.159
146	99.583	-67.394
147	99.590	-67.268
148	99.652	-65.994
149	99.825	-67.791
150	100.625	-67.595
151	101.536	-67.629
152	101.587	-67.018
153	102.570	-67.401
154	103.961	-67.022
155	104.830	-67.329
156	105.009	-66.665
157	106.551	-66.871
158	107.268	-68.024
159	107.306	-66.982
160	107.387	-66.297
161	107.395	-66.724
162	107.411	-66.789
163	107.479	-65.968
164	107.870	-67.141
165	107.958	-66.751
166	108.005	-66.820
167	108.365	-67.141
168	108.632	-65.951
169	108.680	-67.760
170	108.727	-94.881
171	109.224	-67.168
172	109.267	-67.094
173	109.492	-66.147
174	109.779	-67.349
175	109.806	-67.703
176	109.921	-66.242
177	109.945	-65.769
178	110.013	-66.266
179	112.119	-67.296
180	112.256	-67.353
181	112.503	-67.215
182	112.529	-66.360
183	112.547	-67.127
184	112.557	-66.984
185	112.564	-66.589
186	113.043	-92.169
187	113.204	-68.386
188	113.296	-66.998
189	113.302	-66.184
190	113.352	-66.693
191	115.124	-92.784
192	115.800	-67.376
193	115.821	-67.742
194	115.827	-66.920
195	116.041	-25.479
196	116.518	-67.159
197	117.283	-66.327
198	117.301	-65.818
199	117.379	-67.313
200	117.528	-66.663
201	118.504	-66.489
202	118.754	-67.307
203	118.857	-65.935
204	118.919	-67.304
205	118.947	-66.546
206	119.015	-66.111
207	119.026	-66.626
208	119.889	-66.491
209	120.335	-67.658
210	120.745	-89.217
211	121.035	-66.524
212	121.072	-65.661
213	121.107	-66.902
214	121.590	-66.932
215	123.486	-67.055
216	123.665	-67.398
217	123.754	-66.644
218	124.368	-56.643
219	125.205	-65.872
220	125.520	-66.468
221	125.532	-66.499
222	125.662	-66.634
223	125.667	-65.974
224	126.102	-66.767
225	126.249	-66.520
226	128.653	-65.160
227	128.705	-66.920
228	129.115	-66.092
229	129.314	-67.822
230	129.369	-66.775
231	129.385	-72.347
232	129.424	-65.692
233	129.446	-66.706
234	129.469	-66.311
235	129.746	-66.967
236	129.852	-66.691
237	130.175	-62.503
238	132.617	-66.892
239	134.341	-67.609
240	134.620	-66.836
241	135.366	-67.513
242	135.635	-67.321
243	136.167	-66.522
244	136.553	-67.957
245	138.287	-67.227
246	138.830	-66.434
247	140.419	-67.562
248	142.290	-67.427
249	144.009	-66.726
250	145.488	-67.382
251	149.067	-67.484
252	149.570	-66.734
253	149.679	-66.943
254	149.745	-67.946
255	149.985	-66.182
256	150.174	-67.345
257	150.555	-68.028
258	150.662	-67.584
259	150.734	-66.867
260	150.983	-67.307
261	151.642	-66.785
262	151.683	-67.699
263	151.938	-68.382
264	152.026	-67.053
265	152.166	-67.016
266	152.542	-66.761
267	153.301	-67.319
268	153.461	-67.329
269	153.885	-68.132
270	154.171	-67.210
271	154.430	-67.049
272	155.250	-67.589
273	156.013	-72.163
274	156.029	-66.840
275	156.603	-67.174
276	156.747	-66.624
277	162.395	-66.988
278	163.257	-90.057
279	163.725	-67.163
280	164.024	-68.425
281	164.436	-67.372
282	165.862	-66.810
283	166.443	-69.087
284	166.971	-67.270
285	167.584	-69.201
286	167.963	-67.515
287	168.406	-66.994
288	168.609	-65.735
289	168.639	-67.331
290	168.806	-67.127
291	168.838	-67.196
292	168.957	-67.895
293	169.288	-66.434
294	169.520	-67.486
295	169.582	-66.750
296	169.698	-66.254
297	169.746	-65.555
298	169.777	-66.808
299	169.830	-67.255
300	169.920	-66.963
301	169.940	-66.947
302	170.005	-66.558
303	170.708	-66.988
304	171.471	-67.454
305	171.486	-67.268
306	176.030	-66.800
307	176.428	-67.885
308	176.769	-66.757
309	176.926	-68.081
310	177.146	-67.176
311	178.019	-66.391
312	179.484	-66.990
313	180.141	-66.495
314	181.228	-66.751
315	181.596	-67.358
316	181.688	-66.898
317	182.107	-67.548
318	182.160	-66.740
319	182.185	-67.200
320	182.225	-66.869
321	182.302	-66.428
322	182.436	-66.536
323	182.464	-67.200
324	184.069	-67.129
325	184.428	-67.262
326	184.466	-67.306
327	184.556	-66.867
328	184.600	-66.877
329	184.897	-66.939
330	185.072	-67.662
331	188.497	-66.270
332	192.486	-67.321
333	192.937	-68.435
334	192.971	-65.757
335	193.003	-68.110
336	193.938	-67.080
337	194.177	-67.239
338	194.214	-66.996
339	194.603	-66.446
340	196.995	-67.576
341	196.997	-66.726
342	197.020	-66.646
343	198.383	-66.462
344	198.629	-7.270
345	200.932	-66.644
346	201.572	-66.869
347	201.765	-67.441
348	202.195	-67.186
349	202.229	-66.748
350	203.283	-68.696
351	203.847	-67.558
352	204.234	-66.877
353	204.467	-66.934
354	204.599	-67.057
355	204.759	-67.721
356	205.085	-69.161
357	206.643	-66.949
358	206.838	-66.875
359	206.966	-65.489
360	206.987	-67.061
361	207.666	-67.000
362	207.855	-66.853
363	207.858	-66.902
364	207.881	-66.859
365	208.037	-67.125
366	211.157	-67.396
367	211.826	-67.905
368	212.068	-67.237
369	212.467	-67.732
370	212.851	-67.282
371	214.496	-96.461
372	214.519	-67.196
373	216.624	-67.926
374	217.037	-67.043
375	217.186	-67.288
376	217.682	-66.755
377	218.531	-67.582
378	220.148	-67.766
379	220.172	-67.744
380	220.179	-67.513
381	220.212	-66.256
382	220.681	-66.826
383	220.717	-66.791
384	220.760	-67.229
385	221.919	-67.290
386	222.531	-66.421
387	222.779	-66.379
388	223.081	-65.148
389	223.265	-68.075
390	223.276	-66.663
391	226.223	-66.227
392	226.507	-66.704
393	226.594	-67.311
394	230.167	-67.043
395	230.205	-68.030
396	230.238	-67.276
397	230.428	-67.468
398	230.595	-66.399
399	230.669	-67.104
400	230.814	-67.507
401	230.897	-68.457
402	231.126	-68.102
403	231.296	-66.397
404	231.775	-67.016
405	231.792	-66.562
406	231.867	-69.038
407	232.639	-67.646
408	233.593	-81.351
409	234.516	-22.496
410	239.526	-66.943
411	241.020	-66.663
412	242.354	-65.657
413	242.385	-66.060
414	242.401	-66.565
415	242.568	-67.433
