DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:16:20 PM
0.00 mm;0.00 mm;-2.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	0.100	-54.952
2	3.108	-54.666
3	4.489	-54.506
4	5.136	-20.791
5	5.296	-54.578
6	5.323	-53.636
7	5.708	-53.848
8	6.067	-54.421
9	6.672	-55.038
10	7.991	-54.727
11	9.219	-53.572
12	9.875	-53.672
13	11.410	-53.726
14	12.449	-55.224
15	12.726	-54.553
16	12.768	-54.457
17	14.186	-53.718
18	14.399	-54.903
19	14.448	-54.284
20	18.411	-54.259
21	18.494	-54.809
22	18.604	-54.470
23	19.163	-54.034
24	19.296	-54.609
25	19.369	-54.619
26	19.431	-54.748
27	19.472	-54.564
28	19.603	-54.545
29	19.652	-55.312
30	20.115	-54.196
31	20.643	-54.462
32	21.020	-54.126
33	21.362	-54.525
34	21.398	-53.744
35	21.423	-55.187
36	21.461	-54.161
37	21.509	-54.278
38	21.665	-53.760
39	21.830	-54.341
40	21.906	-54.645
41	24.265	-55.009
42	24.640	-53.717
43	24.928	-54.357
44	24.992	-22.999
45	25.025	-54.372
46	25.071	-53.294
47	25.165	-53.828
48	25.513	-54.921
49	25.555	-54.188
50	25.700	-53.442
51	25.852	-53.957
52	25.969	-54.388
53	26.112	-54.055
54	26.539	-54.024
55	27.908	-53.742
56	28.292	-53.996
57	28.814	-52.199
58	32.924	-53.781
59	34.969	-54.045
60	36.018	-54.276
61	36.418	-53.854
62	36.424	-54.384
63	36.900	-54.026
64	36.960	-53.995
65	37.931	-54.157
66	39.431	-54.053
67	39.611	-53.910
68	40.070	-54.239
69	40.130	-54.045
70	41.116	-53.856
71	41.138	-54.233
72	42.100	-53.940
73	42.439	-64.134
74	42.796	-54.087
75	45.818	-55.445
76	45.824	-54.363
77	45.849	-53.427
78	45.857	-54.521
79	45.984	-54.214
80	46.051	-53.290
81	46.431	-52.773
82	46.558	-53.677
83	46.715	-54.255
84	46.719	-54.000
85	47.526	-66.528
86	48.592	-54.564
87	48.693	-54.006
88	48.889	-53.942
89	49.845	-53.879
90	49.899	-53.507
91	49.971	-54.245
92	49.974	-54.323
93	50.081	-53.063
94	50.140	-54.251
95	50.196	-54.905
96	50.289	-55.296
97	50.435	-54.276
98	50.932	-53.715
99	54.378	-54.576
100	54.510	-53.515
101	54.954	-54.112
102	55.422	-55.022
103	55.462	-54.576
104	55.619	-54.596
105	56.793	-54.396
106	56.867	-54.155
107	56.878	-54.026
108	56.895	-54.766
109	56.948	-54.415
110	58.613	-54.533
111	60.143	-84.608
112	66.588	-65.350
113	66.895	-53.926
114	67.005	-54.431
115	76.173	-54.641
116	76.334	-73.615
117	78.575	-39.593
118	79.109	-55.892
119	79.343	-55.817
120	80.222	-54.439
121	80.225	-54.964
122	80.990	-54.284
123	81.052	-53.399
124	81.077	-54.688
125	84.559	-54.864
126	85.259	-54.578
127	85.462	-54.985
128	85.571	-54.560
129	85.667	-54.106
130	85.720	-53.161
131	86.299	-55.520
132	87.299	-54.224
133	87.475	-53.885
134	87.503	-54.314
135	88.210	-54.556
136	88.477	-85.930
137	88.504	-55.003
138	90.627	-54.801
139	90.700	-54.382
140	90.801	-53.916
141	90.931	-54.778
142	90.990	-54.261
143	91.711	-53.846
144	91.731	-54.807
145	91.899	-52.205
146	92.102	-54.089
147	92.562	-54.220
148	92.590	-54.645
149	93.074	-53.262
150	93.478	-54.275
151	94.060	-54.596
152	94.067	-54.431
153	94.252	-54.204
154	94.372	-54.267
155	94.385	-54.353
156	94.708	-54.304
157	94.741	-15.769
158	94.873	-54.124
159	95.024	-53.809
160	95.118	-53.979
161	95.518	-53.652
162	101.209	-89.611
163	101.454	-55.022
164	101.670	-53.887
165	102.675	-53.934
166	102.689	-53.010
167	102.701	-53.818
168	102.741	-56.620
169	102.887	-53.484
170	102.916	-54.290
171	102.969	-54.243
172	103.011	-54.016
173	103.036	-54.388
174	103.742	-54.040
175	103.871	-53.963
176	103.997	-55.159
177	105.243	-53.115
178	106.108	-96.694
179	107.877	-52.121
180	108.462	-54.907
181	109.337	-54.345
182	109.604	-53.047
183	109.759	-54.132
184	109.897	-54.181
185	109.908	-53.863
186	109.911	-53.906
187	110.142	-54.321
188	110.207	-54.402
189	113.075	-53.642
190	113.138	-54.257
191	113.182	-53.074
192	113.187	-53.910
193	113.248	-54.584
194	113.324	-54.791
195	113.416	-54.030
196	113.622	-54.462
197	113.715	-54.603
198	113.764	-54.102
199	113.826	-54.756
200	113.846	-54.157
201	113.864	-54.259
202	113.875	-54.314
203	113.933	-54.966
204	118.729	-53.554
205	118.744	-53.904
206	118.778	-54.108
207	119.056	-54.474
208	119.337	-54.693
209	119.346	-53.885
210	119.540	-54.055
211	119.656	-54.214
212	119.696	-53.948
213	119.713	-54.782
214	121.430	-53.576
215	121.929	-49.740
216	122.136	-77.167
217	122.793	-54.112
218	122.968	-53.865
219	123.035	-53.771
220	123.056	-53.045
221	123.128	-53.630
222	125.338	-53.877
223	125.386	-54.116
224	125.499	-54.210
225	125.615	-54.206
226	125.636	-54.249
227	132.452	-53.495
228	132.485	-54.325
229	133.710	-53.920
230	134.529	-53.599
231	134.898	-53.948
232	137.627	-54.026
233	137.697	-53.769
234	137.711	-54.799
235	137.781	-54.609
236	138.005	-53.715
237	138.723	-53.730
238	141.850	-54.848
239	142.066	-54.077
240	142.349	-53.948
241	143.007	-54.437
242	143.195	-54.355
243	143.332	-52.847
244	143.419	-53.427
245	143.441	-54.188
246	143.471	-54.190
