DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:16:24 PM
0.00 mm;0.00 mm;0.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	0.275	-55.547
2	1.242	-54.427
3	1.711	-55.112
4	2.128	-54.709
5	2.409	-54.384
6	2.513	-54.666
7	2.521	-54.525
8	2.926	-54.727
9	3.087	-53.679
10	3.270	-54.468
11	6.208	-54.631
12	6.503	-55.040
13	7.069	-55.165
14	7.822	-55.392
15	7.990	-55.441
16	9.048	-54.883
17	9.456	-54.539
18	9.506	-54.678
19	9.566	-54.218
20	9.575	-53.916
21	9.615	-53.975
22	9.635	-54.034
23	9.839	-54.257
24	9.859	-55.375
25	9.997	-55.449
26	10.288	-54.298
27	10.408	-55.434
28	10.449	-54.609
29	10.777	-55.535
30	10.793	-52.771
31	11.643	-54.921
32	11.710	-54.353
33	11.778	-54.541
34	11.894	-52.857
35	12.012	-54.525
36	12.027	-54.821
37	12.100	-55.490
38	12.104	-54.578
39	17.243	-54.506
40	17.625	-54.721
41	17.983	-54.355
42	18.337	-54.431
43	18.603	-54.966
44	20.380	-54.725
45	22.704	-55.492
46	23.156	-54.235
47	23.270	-55.150
48	26.388	-54.997
49	26.404	-55.046
50	26.453	-54.449
51	26.973	-54.911
52	27.147	-63.815
53	27.148	-5.532
54	27.161	-54.298
55	27.276	-54.979
56	27.467	-54.633
57	27.601	-55.144
58	27.676	-55.195
59	28.534	-55.514
60	28.635	-54.981
61	28.816	-54.206
62	28.891	-54.210
63	30.334	-54.811
64	30.710	-54.721
65	31.387	-54.715
66	34.685	-54.958
67	34.745	-54.660
68	40.889	-24.504
69	41.362	-54.817
70	43.302	-56.365
71	43.460	-53.070
72	43.477	-53.534
73	43.736	-53.995
74	44.348	-54.079
75	44.389	-55.273
76	44.415	-53.617
77	44.439	-54.701
78	44.707	-54.627
79	46.522	-54.304
80	47.668	-54.204
81	47.855	-54.507
82	48.027	-54.038
83	48.092	-54.222
84	48.350	-54.149
85	55.629	-53.507
86	55.857	-57.141
87	58.278	-54.286
88	58.335	-54.355
89	59.786	-54.186
90	59.985	-53.946
91	60.049	-53.720
92	60.155	-55.085
93	62.674	-54.598
94	62.682	-55.674
95	62.924	-54.071
96	63.032	-54.725
97	64.056	-55.459
98	64.714	-55.584
99	64.804	-53.525
100	64.825	-54.410
101	64.859	-54.629
102	65.057	-54.194
103	65.128	-54.155
104	65.656	-58.873
105	65.851	-55.020
106	66.149	-54.412
107	66.253	-55.013
108	66.331	-55.400
109	66.467	-53.903
110	66.513	-54.380
111	66.818	-54.312
112	66.832	-54.051
113	67.124	-55.482
114	68.545	-54.267
115	68.694	-54.292
116	70.597	-53.993
117	70.983	-54.844
118	71.220	-54.735
119	72.023	-54.159
120	72.071	-54.523
121	72.418	-54.678
122	72.485	-17.595
123	72.513	-55.081
124	74.179	-53.523
125	74.375	-54.993
126	75.257	-54.737
127	75.270	-54.449
128	75.610	-54.648
129	75.711	-54.807
130	76.092	-57.080
131	76.373	-53.589
132	76.743	-54.335
133	77.019	-54.026
134	77.133	-54.139
135	77.201	-54.026
136	77.252	-54.940
137	77.339	-54.090
138	78.302	-54.459
139	80.073	-56.589
140	83.247	-54.574
141	83.310	-55.046
142	83.405	-53.875
143	83.430	-54.805
144	83.501	-54.462
145	83.623	-54.637
146	83.909	-55.267
147	83.918	-54.574
148	84.263	-54.151
149	84.298	-54.598
150	84.360	-53.893
151	85.260	-86.204
152	85.599	-54.165
153	86.983	-54.985
154	87.090	-54.543
155	87.103	-55.228
156	87.114	-54.296
157	87.418	-55.545
158	87.479	-54.498
159	87.506	-54.868
160	87.574	-55.022
161	89.513	-53.779
162	89.572	-55.283
163	89.629	-54.617
164	89.649	-54.106
165	89.726	-60.377
166	89.759	-55.036
167	89.777	-54.439
168	89.825	-53.613
169	89.928	-54.267
170	89.987	-54.181
171	90.096	-54.000
172	90.842	-53.431
173	90.977	-55.126
174	92.253	-55.240
175	92.300	-55.026
176	98.219	-54.543
177	98.548	-54.384
178	99.987	-64.028
179	100.283	-54.384
180	100.360	-54.780
181	100.798	-53.814
182	102.516	-54.971
183	102.954	-54.419
184	103.022	-55.177
185	103.119	-55.138
186	103.267	-54.966
187	103.305	-54.464
188	103.699	-55.849
189	103.880	-53.793
190	104.046	-55.768
191	104.298	-54.094
192	104.431	-53.734
193	104.444	-55.633
194	104.888	-54.135
195	105.450	-54.562
196	105.537	-55.026
197	105.830	-55.610
198	106.059	-54.578
199	106.079	-54.960
200	106.331	-54.670
201	106.925	-55.103
202	107.160	-54.551
203	107.522	-55.676
204	107.733	-53.715
205	109.690	-54.831
206	109.926	-54.742
207	109.946	-54.605
208	111.862	-55.351
209	112.022	-54.482
210	112.037	-55.441
211	112.792	-56.160
212	114.771	-54.643
213	115.037	-54.870
214	115.303	-54.374
215	115.574	-54.940
216	115.579	-54.365
217	119.073	-55.549
218	120.749	-55.445
219	120.766	-54.359
220	121.494	-54.866
221	122.092	-54.985
222	122.838	-54.549
223	122.859	-54.936
224	122.888	-54.394
225	122.941	-53.893
226	128.281	-54.022
227	128.430	-54.592
228	128.819	-54.396
229	129.162	-55.571
230	129.283	-55.473
231	130.003	-54.893
232	130.055	-54.780
233	130.089	-53.619
234	130.110	-54.991
235	130.407	-54.476
236	130.433	-54.645
237	130.640	-54.776
238	130.812	-54.662
239	132.318	-54.525
240	132.378	-54.791
241	133.938	-54.059
242	134.239	-54.425
243	134.782	-54.525
244	134.865	-54.829
245	134.992	-54.762
246	135.155	-54.308
247	135.227	-54.752
248	135.992	-54.817
249	136.663	-54.171
250	138.469	-54.310
251	138.928	-53.979
252	139.132	-55.206
253	139.195	-54.443
254	139.796	-54.118
255	140.064	-55.533
256	140.118	-53.478
257	140.122	-55.839
258	140.319	-53.779
259	140.327	-55.463
260	141.673	-46.324
261	144.836	-55.486
262	144.965	-54.482
263	144.987	-52.462
264	145.315	-54.709
265	145.341	-54.995
266	145.371	-54.486
267	145.582	-54.396
268	145.609	-55.430
269	145.669	-54.151
270	145.993	-55.614
271	147.767	-54.472
272	147.777	-55.038
273	147.797	-52.884
274	147.907	-54.089
275	148.156	-55.275
276	148.420	-54.513
277	148.715	-54.770
278	148.830	-55.044
279	150.370	-54.735
280	150.509	-54.966
281	150.741	-54.482
282	150.979	-22.780
283	150.988	-53.936
284	151.670	-54.707
285	151.672	-54.036
286	151.933	-54.660
287	151.944	-54.856
288	154.086	-81.687
289	154.532	-80.245
290	155.105	-53.814
291	155.358	-54.104
292	155.496	-55.130
293	155.561	-55.017
294	157.070	-54.359
295	157.134	-53.912
296	157.337	-53.119
297	157.895	-97.034
298	161.689	-53.615
299	161.691	-55.003
300	161.990	-57.006
301	162.134	-53.527
302	162.318	-55.913
303	162.413	-53.685
304	162.429	-54.049
305	163.103	-54.537
306	163.142	-55.706
307	163.181	-54.797
308	163.200	-54.214
309	163.211	-54.292
310	163.255	-53.785
311	163.295	-54.719
312	163.455	-55.291
313	163.464	-55.212
314	163.794	-54.889
315	163.798	-54.756
316	163.869	-54.480
317	163.933	-54.380
318	163.936	-55.267
319	163.973	-53.578
320	164.121	-55.469
321	164.200	-54.404
322	164.427	-53.950
323	164.552	-55.549
324	164.565	-53.703
325	164.767	-55.011
326	164.868	-54.417
327	164.949	-16.842
328	164.978	-53.840
329	165.320	-55.295
330	166.916	-54.504
331	168.079	-53.904
332	168.883	-53.730
333	171.816	-54.094
334	171.932	-54.883
335	171.962	-54.169
336	172.047	-53.812
337	172.658	-66.902
338	176.833	-54.425
339	177.133	-54.018
340	177.138	-53.906
341	177.251	-54.143
342	178.424	-54.245
343	178.984	-54.521
344	181.114	-55.285
345	181.561	-55.802
346	181.686	-54.269
347	182.103	-54.323
348	182.196	-54.110
349	182.421	-54.075
350	182.473	-55.340
351	182.575	-56.085
352	182.667	-54.752
353	182.894	-54.805
354	182.916	-53.856
355	183.096	-54.457
356	183.514	-54.601
357	183.547	-54.780
358	183.592	-54.821
359	183.998	-55.218
360	184.208	-53.793
361	184.282	-54.118
362	184.407	-54.161
363	184.664	-55.222
364	184.804	-54.206
365	184.815	-54.799
366	185.089	-54.615
367	185.792	-54.549
368	185.995	-54.120
369	187.244	-55.543
370	187.388	-54.584
371	187.752	-54.823
372	193.578	-54.545
373	193.696	-54.934
374	193.748	-53.793
375	194.325	-79.508
376	194.998	-54.588
377	195.356	-54.521
378	195.524	-54.380
379	195.549	-55.050
380	196.158	-9.927
381	198.197	-54.449
382	198.442	-54.106
383	198.521	-54.149
384	198.552	-53.636
385	198.562	-54.464
386	198.601	-54.690
387	199.426	-55.187
388	199.690	-55.249
389	199.897	-53.581
390	200.122	-53.129
391	200.475	-51.690
392	200.828	-54.398
393	200.946	-55.345
394	201.114	-54.756
395	201.284	-52.928
396	202.317	-53.916
397	204.508	-6.158
398	204.584	-54.278
399	205.343	-55.036
