DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
2:46:19 PM
0.00 mm;0.00 mm;0.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	4.714	-16.922
2	15.978	-16.976
3	19.938	-16.931
4	22.138	-16.713
5	24.024	-17.207
6	37.469	-16.790
7	40.309	-17.466
8	54.022	-16.654
9	54.802	-16.935
10	54.928	-17.228
11	104.029	-16.661
12	104.440	-16.804
13	110.039	-16.891
14	134.797	-16.795
15	140.284	-16.829
16	144.544	-16.469
17	146.261	-16.762
18	157.787	-16.918
19	159.556	-16.809
20	195.959	-16.848
21	195.964	-17.129
22	197.837	-16.928
23	198.521	-12.605
24	200.038	-16.885
25	204.255	-16.942
26	205.070	-16.835
27	207.511	-16.921
28	207.773	-16.987
29	207.779	-17.303
30	208.283	-16.781
31	217.492	-17.070
32	220.519	-17.130
33	222.537	-16.929
34	223.399	-16.899
35	226.401	-16.714
36	226.723	-16.943
37	227.705	-16.929
38	227.971	-16.904
39	228.002	-16.815
40	228.790	-17.111
41	230.953	-16.267
42	233.457	-16.767
43	234.088	-16.275
44	234.891	-16.971
45	236.781	-17.115
46	237.636	-17.136
47	238.285	-16.970
48	238.862	-16.924
49	240.949	-16.868
50	241.973	-16.904
51	242.280	-16.991
52	243.326	-17.084
53	250.432	-17.028
54	256.734	-16.823
55	257.591	-16.800
56	257.771	-16.998
57	269.426	-16.912
58	271.821	-16.192
59	273.896	-16.858
60	275.451	-17.028
61	275.562	-16.932
62	277.292	-17.033
63	280.756	-16.947
64	280.826	-16.874
65	281.157	-17.012
66	281.779	-16.934
67	287.529	-17.089
68	291.469	-16.957
69	292.952	-16.997
70	293.549	-16.690
71	293.816	-17.051
72	296.845	-16.393
73	297.198	-17.165
74	297.879	-17.089
75	299.489	-16.876
76	300.612	-17.057
77	302.158	-16.037
78	303.837	-17.085
79	311.543	-16.015
80	312.708	-17.437
81	314.128	-17.195
82	314.645	-16.933
83	315.270	-16.901
84	315.537	-16.864
85	317.074	-16.930
86	319.495	-17.079
87	319.681	-17.248
88	327.189	-17.105
89	340.682	-16.808
90	341.748	-16.691
91	343.080	-16.849
92	343.230	-16.758
93	346.999	-16.903
94	347.254	-16.770
95	347.973	-16.908
96	348.267	-17.064
97	350.195	-16.905
98	353.397	-16.862
99	354.843	-16.491
100	355.160	-16.866
101	355.690	-17.414
102	357.523	-17.099
103	359.044	-16.703
104	359.330	-16.881
105	359.468	-17.079
106	360.946	-17.040
107	361.016	-16.840
108	361.086	-17.087
109	361.188	-16.701
110	361.372	-17.076
111	361.523	-16.629
112	361.608	-16.932
113	362.823	-16.899
114	363.009	-16.928
115	364.481	-16.851
116	364.730	-16.996
117	364.941	-17.033
118	365.333	-17.432
119	365.725	-16.989
120	366.001	-16.952
121	366.437	-16.945
122	366.825	-16.839
123	367.236	-16.804
124	367.598	-17.187
125	368.140	-17.545
126	371.242	-17.067
127	371.246	-16.783
128	371.620	-16.922
129	371.958	-17.073
130	373.239	-16.845
131	375.550	-16.950
132	376.323	-16.528
133	376.532	-17.668
134	377.207	-16.703
135	377.541	-17.150
136	378.128	-16.829
137	378.345	-16.550
138	378.681	-16.864
139	379.451	-17.047
140	380.069	-16.920
141	381.237	-16.503
142	381.877	-17.224
143	382.395	-17.074
144	382.909	-16.977
145	383.190	-16.951
146	384.492	-16.572
147	384.653	-16.896
148	386.677	-16.703
149	386.953	-17.208
150	389.666	-17.082
151	392.521	-17.410
152	392.970	-17.284
153	396.191	-17.149
154	396.196	-17.103
155	396.987	-16.948
156	397.574	-17.093
157	399.024	-16.990
158	409.722	-17.075
159	410.439	-16.990
160	411.422	-16.951
161	411.826	-16.981
162	412.008	-16.872
163	412.024	-16.811
164	415.648	-17.038
165	416.749	-16.889
166	421.322	-16.901
167	423.047	-16.925
168	424.280	-16.994
169	426.202	-16.864
170	429.405	-16.795
171	429.734	-16.860
172	429.796	-17.044
173	430.851	-16.935
174	431.324	-17.083
175	433.698	-16.836
176	434.608	-16.804
177	434.807	-16.935
178	434.852	-16.949
179	435.050	-16.921
180	435.833	-16.883
181	437.735	-16.909
182	438.067	-16.814
183	439.184	-17.185
184	439.189	-17.278
185	441.556	-17.072
186	442.652	-17.353
187	444.119	-16.874
188	444.260	-16.761
189	444.514	-16.853
190	445.735	-17.817
191	446.548	-16.957
192	449.200	-17.230
193	450.908	-17.028
194	451.210	-17.054
195	451.304	-17.021
196	452.471	-16.868
197	453.591	-17.005
198	454.567	-16.617
199	456.171	-17.137
200	456.523	-17.199
201	457.558	-16.900
202	457.659	-17.001
203	457.720	-17.211
204	457.915	-16.823
205	458.226	-16.764
206	459.911	-17.389
207	462.577	-17.287
208	462.901	-16.421
209	464.362	-16.976
210	465.120	-17.857
211	465.991	-16.977
212	466.394	-17.120
213	467.146	-16.988
214	467.872	-17.111
215	468.533	-17.175
216	468.794	-16.476
217	469.824	-16.756
218	469.829	-16.911
219	470.698	-16.822
220	473.427	-17.442
221	474.022	-17.300
222	475.104	-16.909
223	475.876	-16.900
224	480.824	-16.886
225	480.989	-16.826
226	482.204	-17.059
227	482.963	-16.860
228	483.872	-17.080
229	484.286	-16.851
230	485.197	-17.248
231	485.800	-17.027
232	485.911	-16.251
233	487.108	-16.903
234	487.820	-16.896
235	487.828	-17.025
236	489.987	-16.906
237	490.155	-16.957
238	492.078	-16.957
239	492.568	-16.899
240	493.036	-16.931
241	493.848	-17.046
242	495.182	-16.210
243	497.172	-16.465
244	498.341	-16.947
245	498.645	-16.632
246	500.642	-17.371
247	502.058	-16.740
