DXEX v3
C:\Documents and Settings\LDA\My Documents\TM_SANTOS\Equipo_5\Trailer.lda
3:11:47 PM
0.00 mm;0.00 mm;0.00 mm
Region1
"Row#"	"AT [ms]"	"LDA1 [m/s]"	
1	6.779	-43.060
2	9.121	-41.875
3	11.442	-44.555
4	12.019	-41.319
5	12.270	-41.848
6	12.407	-41.679
7	12.456	-41.920
8	12.472	-42.053
9	12.895	-41.854
10	13.229	-40.693
11	13.245	-41.924
12	13.366	-42.492
13	13.918	-41.746
14	13.990	-42.226
15	14.290	-42.513
16	18.807	-41.838
17	20.079	-39.698
18	20.360	-40.405
19	20.375	40.841
20	20.575	-42.157
21	21.483	-41.529
22	21.864	-42.081
23	22.057	-41.299
24	22.231	-42.198
25	22.298	-39.177
26	22.353	-42.163
27	22.356	-41.891
28	22.361	-41.476
29	22.366	-41.489
30	22.474	-41.955
31	22.547	-41.746
32	22.564	-42.051
33	22.655	-42.110
34	22.690	-41.092
35	22.813	-41.576
36	22.853	-42.016
37	22.897	-41.448
38	22.981	-42.504
39	23.124	-44.463
40	23.147	-42.415
41	23.203	-40.867
42	23.231	-42.466
43	23.295	-41.679
44	23.378	-41.092
45	23.491	-42.151
46	23.536	-41.920
47	23.612	-40.947
48	23.631	-41.818
49	23.779	-42.179
50	23.915	-41.840
51	23.921	-41.807
52	24.108	-41.738
53	24.317	-42.711
54	24.752	-41.384
55	24.819	-42.153
56	24.936	-42.429
57	25.310	-42.505
58	25.352	-41.548
59	25.358	-2.625
60	26.234	-42.133
61	26.520	-41.787
62	30.004	45.887
63	30.271	-42.200
64	30.285	-41.777
65	30.749	-39.774
66	30.812	-42.224
67	30.903	-42.075
68	31.039	-42.018
69	31.136	-26.234
70	31.174	-41.186
71	31.306	-41.799
72	31.347	-41.299
73	31.763	48.835
74	32.237	-42.122
75	32.243	-42.654
76	32.611	36.080
77	32.633	-42.284
78	32.758	-41.472
79	32.766	-43.614
80	32.818	-42.186
81	32.874	-41.072
82	32.876	-42.112
83	32.938	-41.149
84	33.016	-41.834
85	33.144	-41.763
86	33.285	-40.452
87	33.450	-41.830
88	33.514	-41.850
89	33.535	-41.454
90	33.587	-42.482
91	33.601	-41.313
92	33.681	-42.962
93	33.702	-41.844
94	33.773	-41.732
